,Country Name,Year,Country Code,solar_twh,wind_twh,hydro_twh,nuclear_twh,biogeo_twh,electbyfuel_gas,electbyfuel_coal,electbyfuel_oil,electbyfuel_other,elect_twh
5601,Total Asia Pacific,2007,T-AP,2.748407875,24.60313141,852.1744192,544.7646746,71.79465265,938.0149786,4188.219594,373.8096035,19.19668144,7015.326143
5602,Total Asia Pacific,2008,T-AP,3.330357168,36.0798946,997.7783793,528.9005726,79.79270663,986.8255081,4307.668951,345.5041288,17.04135944,7302.921856
5603,Total Asia Pacific,2009,T-AP,4.382675759,54.84797828,968.0880671,553.402872,88.11605869,1035.705985,4552.371961,263.639026,17.66285294,7538.217477
5604,Total Asia Pacific,2010,T-AP,6.73890463,81.48422018,1097.623709,582.9454167,97.70075686,1147.900856,4934.222153,268.8927503,40.88407776,8258.392844
5605,Total Asia Pacific,2011,T-AP,12.16393079,113.5510929,1117.770093,483.1317975,104.4426754,1222.857897,5448.688384,330.601874,42.64612058,8875.853864
5606,Total Asia Pacific,2012,T-AP,17.55653838,147.7235932,1261.913048,342.9137212,113.3069555,1314.862245,5664.909711,374.0152802,41.46065478,9278.661748
5607,Total Asia Pacific,2013,T-AP,32.38649722,188.4721758,1369.852664,344.0980171,125.2086193,1318.07968,6089.560183,305.4555805,42.36094039,9815.474357
5608,Total Asia Pacific,2014,T-AP,62.96779682,214.2724321,1523.401379,371.3687621,142.9976697,1368.008572,6343.08802,265.5852741,44.47103046,10336.16094
5609,Total Asia Pacific,2015,T-AP,95.62406574,243.0576847,1566.849786,419.7487304,165.3755438,1379.000998,6274.783344,252.2658388,44.6509068,10441.3569
5610,Total Asia Pacific,2016,T-AP,141.7014851,311.2257539,1628.688896,467.701052,166.0764403,1405.091352,6477.452426,243.5192569,109.3042059,10950.76087
5611,Total Asia Pacific,2017,T-AP,219.8446213,387.1515774,1673.810299,493.5771006,191.3602592,1441.010448,6842.091797,211.0727707,113.8109318,11573.72981
5612,Total Asia Pacific,2018,T-AP,309.3665613,462.091176,1727.177216,553.588978,228.9082225,1481.328784,7313.196127,162.796266,130.0337482,12368.48708
5613,Total Asia Pacific,2019,T-AP,390.3716254,511.6146085,1791.17948,646.9147979,255.5073422,1501.555765,7430.38983,127.3455663,124.1305493,12779.00956
5614,Total Asia Pacific,2020,T-AP,466.8954103,574.4938285,1864.638636,654.9863682,283.4229967,1474.985408,7409.197418,111.4020068,127.6208117,12967.64288
5615,Total Asia Pacific,2021,T-AP,591.0074662,779.2362794,1861.726742,714.1384146,324.5863059,1493.670788,7956.426019,126.4222686,142.4931628,13989.70745
5616,Total Asia Pacific,2022,T-AP,743.1785265,900.9206942,1911.463636,737.8600602,358.4691467,1473.894226,8120.101837,142.2421584,158.319519,14546.4498
5642,Total CIS,1990,T-CIS,0.0,0.0,211.2386082,118.3250156,0.065,631.1134734,230.2017435,173.6877933,-0.978634,1363.653
5643,Total CIS,1991,T-CIS,0.0,0.0,211.4583,120.5229668,0.065,614.7764896,227.3913818,169.1106149,0.000547,1343.3253
5644,Total CIS,1992,T-CIS,0.0,0.0,216.0005,120.090037,0.063,568.444482,221.3662592,137.8597315,1.814390373,1265.6384
5645,Total CIS,1993,T-CIS,0.0,0.0,222.579,119.6323594,0.06,526.2347027,211.8293579,112.8385723,2.60380773,1195.7778
5646,Total CIS,1994,T-CIS,0.0,0.0,226.33,98.2000684,0.061,448.6292891,217.8432372,101.5207943,2.604610959,1095.189
5647,Total CIS,1995,T-CIS,0.0,0.0,220.3152,99.9155492,0.059,435.226986,212.5446761,97.72414084,2.539447893,1068.325
5648,Total CIS,1996,T-CIS,0.0,0.0,198.816,111.438388,0.057,443.8107159,206.9658078,82.96179786,2.535290477,1046.585
5649,Total CIS,1997,T-CIS,0.0,0.0,197.854,110.4055192,0.057,440.5211853,197.4964316,76.55708473,2.447779187,1025.339
5650,Total CIS,1998,T-CIS,0.0,0.0,198.338,105.396388,0.058,427.2914322,202.0900957,77.64477654,2.460307521,1013.279
5651,Total CIS,1999,T-CIS,0.0,0.0,203.164,123.952,0.058,440.963939,197.9997267,65.08242814,2.922906233,1034.143
5652,Total CIS,2000,T-CIS,0.0,0.0019,208.4302046,132.72,0.0791,456.7608312,214.2341694,55.65894953,3.8139366,1071.699091
5653,Total CIS,2001,T-CIS,0.0,0.0031,217.3062926,138.922,0.1141,472.4097804,210.5537682,44.96838386,4.797577616,1089.075003
5654,Total CIS,2002,T-CIS,0.0,0.0062,207.3236969,143.911,0.1733,481.6133709,213.2087353,42.27735474,4.754892314,1093.26855
5655,Total CIS,2003,T-CIS,0.0,0.0086,205.713567,152.34,0.3658,504.442911,220.3836067,42.71221004,3.730567833,1129.697263
5656,Total CIS,2004,T-CIS,0.0,0.008010101,225.7875374,146.908,0.4498,529.2424223,214.277056,36.53339671,3.744747315,1156.95097
5657,Total CIS,2005,T-CIS,0.0,0.0078,223.5215278,152.162,0.4513,548.8537141,218.0591948,32.99802076,4.529572058,1180.58313
5658,Total CIS,2006,T-CIS,0.0,0.0088,222.0111462,159.0763,0.5077,569.2703357,229.905856,41.24705016,4.610272362,1226.637461
5659,Total CIS,2007,T-CIS,0.0,0.0105,227.4092604,162.6109,0.4985,602.1413451,229.6983299,30.74193358,3.92687794,1257.037647
5660,Total CIS,2008,T-CIS,0.0,0.0081,207.6668828,165.5455,0.5219,619.973632,260.9132556,22.84942351,4.471598204,1281.950292
5661,Total CIS,2009,T-CIS,7.375e-06,0.0112,218.3186585,166.0762,0.5574,587.2052821,225.3637886,24.11916923,4.583926104,1226.235632
5662,Total CIS,2010,T-CIS,0.000240125,0.009786,216.837877,172.9047,0.620914,642.094131,235.0069896,11.85253256,4.655525081,1283.982695
5663,Total CIS,2011,T-CIS,0.00182275,0.012539,212.7478767,175.4893,0.652208,647.69627,237.7032735,29.67625354,4.52746092,1308.507005
5664,Total CIS,2012,T-CIS,0.006337759,0.018116,213.0366011,179.8449,0.597849,661.6871077,239.8931786,30.88563339,4.438670635,1330.408394
5665,Total CIS,2013,T-CIS,0.0188439,0.0211217,229.4372169,174.8678,0.634027,668.4608241,235.640899,9.931661391,4.662326101,1323.67472
5666,Total CIS,2014,T-CIS,0.17737725,0.1256712,221.1443932,183.2222,0.7334,684.0394113,230.6031104,12.62337625,5.266503316,1337.935443
5667,Total CIS,2015,T-CIS,0.41103975,0.3290593,215.4258085,198.257911,0.681576,679.5940861,227.4465346,13.72143791,5.019462629,1340.886916
5668,Total CIS,2016,T-CIS,0.640392874,0.5239033,235.8683039,198.994884,0.643359,674.6461269,236.70559,16.58522795,4.713820061,1369.321608
5669,Total CIS,2017,T-CIS,0.78623925,0.6069637,240.3490917,205.7606,0.7358222,673.1763278,247.1201933,9.766772803,4.744445078,1383.046456
5670,Total CIS,2018,T-CIS,0.95261435,0.8290751,244.31325,206.65715,0.7271844,693.1455203,256.2117557,8.873546328,4.646901635,1416.356998
5671,Total CIS,2019,T-CIS,1.68470165,1.3551434,248.4511359,211.18347,0.7824661,681.473535,266.2734611,9.75517594,4.941501851,1425.900591
5672,Total CIS,2020,T-CIS,3.398699538,2.5006814,263.2392868,219.00858,1.2186058,640.7311242,253.9184113,10.22924509,5.710080554,1399.954715
5673,Total CIS,2021,T-CIS,4.401669769,4.687105054,264.9523221,230.17045,1.214944602,703.884673,262.7700077,12.79441832,5.991134622,1490.866725
5674,Total CIS,2022,T-CIS,4.891272574,7.109156143,247.7794614,231.23549,1.274484957,717.3478531,275.3706797,10.74457349,5.821875277,1501.574847
5758,Total EU,1990,T-EU,0.011455,0.770460415,284.9162,729.146,17.35404263,185.05096,833.753135,187.249365,35.74183548,2273.993454
5759,Total EU,1991,T-EU,0.01352,0.970427988,298.0841,749.463,17.879808,184.876052,831.357828,201.330721,33.14564029,2317.121097
5760,Total EU,1992,T-EU,0.022082,1.50164808,310.6262,750.512,18.720934,174.1052051,802.673822,209.946441,35.40314388,2303.511476
5761,Total EU,1993,T-EU,0.028355,2.066998819,318.564856,773.044,20.526823,179.3929941,782.109276,195.284944,32.90842672,2303.926674
5762,Total EU,1994,T-EU,0.0296395,2.634424592,327.974,770.939,21.33403471,188.8353925,794.4513024,199.5910833,33.47673689,2339.265614
5763,Total EU,1995,T-EU,0.038877,3.470653444,326.970322,792.866,23.44055446,203.4396282,810.0153146,211.5728369,37.21740515,2409.031592
5764,Total EU,1996,T-EU,0.040793411,4.340999387,325.471111,832.78,23.38608005,228.8885898,829.311401,207.9629608,39.86019675,2492.042132
5765,Total EU,1997,T-EU,0.049934244,6.6253374,335.059878,839.476,27.91498998,249.1043812,804.2190801,204.0767271,41.53535706,2508.061685
5766,Total EU,1998,T-EU,0.0590805,10.28442762,345.844343,833.293091,30.97516928,272.8995957,812.2387874,210.7828167,46.19027386,2562.567585
5767,Total EU,1999,T-EU,0.069215056,13.35297809,343.6440698,848.247213,31.64386417,311.6522227,794.4138919,196.6029076,48.31960085,2587.945963
5768,Total EU,2000,T-EU,0.05714925,21.42398692,356.2889476,859.923208,34.55426298,329.3184986,832.2848021,173.8600204,51.71771335,2659.428589
5769,Total EU,2001,T-EU,0.1737815,25.84901956,375.7527377,888.888871,37.62773767,352.2420037,832.9685587,169.9398386,51.45574539,2734.898294
5770,Total EU,2002,T-EU,0.291148006,35.06748773,316.4703698,902.34674,43.15996811,374.8022073,847.5909016,185.6285522,50.80090509,2756.15828
5771,Total EU,2003,T-EU,0.441122744,43.29803305,306.8525324,907.173889,49.15949902,420.7856073,891.2089841,166.1406895,53.1222456,2838.182603
5772,Total EU,2004,T-EU,0.722161873,57.50379201,325.8096882,928.622318,58.79699036,458.2189981,877.2146334,147.3362041,54.93169196,2909.156478
5773,Total EU,2005,T-EU,1.476595246,68.0977079,307.4703333,916.379436,66.87682684,513.4977911,850.4189477,141.8357952,61.46191471,2927.515348
5774,Total EU,2006,T-EU,2.526780814,78.71403248,311.1783048,914.514364,75.98147972,540.1587234,858.619522,129.8934207,61.141912,2972.72854
5775,Total EU,2007,T-EU,3.827063819,99.91395998,309.2331459,872.249557,84.725445,571.2031021,874.693378,109.135443,61.60325025,2986.584345
5776,Total EU,2008,T-EU,7.526779132,113.2345352,327.50625,885.010577,94.2319751,612.8324883,799.4470444,101.5494206,57.21112351,2998.550193
5777,Total EU,2009,T-EU,14.24010829,124.3253554,330.1673713,824.912881,103.1465557,565.3802354,736.4919713,93.57165632,55.00644982,2847.242585
5778,Total EU,2010,T-EU,23.3472222,139.244273,373.8709172,853.983677,117.5028234,587.8125486,742.1918661,82.50064917,60.96434985,2981.418326
5779,Total EU,2011,T-EU,46.70536388,164.8065589,307.2019429,837.78198,125.3275472,554.0932889,765.02289,70.64494976,60.72594779,2932.310469
5780,Total EU,2012,T-EU,70.19231154,187.395424,330.672973,811.961072,139.1347987,482.0252663,776.0458912,72.06181555,62.08110998,2931.570662
5781,Total EU,2013,T-EU,83.40955315,209.5241495,366.691789,806.227685,145.0364808,413.5810811,761.9340144,60.79231314,64.90785753,2912.104924
5782,Total EU,2014,T-EU,92.83297564,220.7707739,368.8254676,812.5489804,151.0309819,356.94785,726.4377541,56.33108557,63.63691994,2849.362789
5783,Total EU,2015,T-EU,99.7227023,263.135776,335.0016073,786.7856377,156.5071512,397.1044737,734.953063,59.74699861,64.94621051,2897.90362
5784,Total EU,2016,T-EU,99.95309802,266.7539126,344.7829565,767.9451188,157.9995191,467.2182676,690.2939848,57.93779637,67.68091883,2920.565573
5785,Total EU,2017,T-EU,106.7323421,312.2474925,293.2539685,759.455691,160.9483979,526.0334458,670.6869958,55.56891707,67.96009317,2952.887344
5786,Total EU,2018,T-EU,113.3987292,320.5428397,342.6844679,761.9425112,162.7540225,491.436111,627.6382292,51.24610881,66.46600084,2938.10902
5787,Total EU,2019,T-EU,124.1449776,364.40313,317.1980254,765.2659592,166.5862212,570.1248611,476.5602535,49.11516707,62.23935333,2895.637949
5788,Total EU,2020,T-EU,144.4040398,397.3690846,345.8846251,683.5125788,168.5852423,561.0294338,370.8652586,45.32716655,62.39076228,2779.368192
5789,Total EU,2021,T-EU,163.1062562,386.3480526,347.2712486,731.7005154,176.0315319,548.6712279,439.8260157,47.2931068,64.32482732,2904.572782
5790,Total EU,2022,T-EU,207.2400944,420.484447,276.8601572,608.5765492,173.9964447,556.1641303,461.2069089,43.92565198,63.54264345,2811.997027
5874,Total Europe,1990,T-EUR,0.012555,0.779460415,502.5677443,894.5455789,18.96385263,255.1193281,1218.468435,281.0871773,40.06445148,3211.608583
5875,Total Europe,1991,T-EUR,0.01562,0.979427988,512.7350947,917.9306842,19.599491,253.8356827,1209.139825,277.7548729,37.35853329,3229.349232
5876,Total Europe,1992,T-EUR,0.025182,1.53464808,529.6556689,924.3542632,20.714474,244.9852983,1158.96842,270.21336,39.81714388,3190.268458
5877,Total Europe,1993,T-EUR,0.032363,2.291426092,550.4688273,960.8284211,22.847966,267.4281674,1093.739483,240.4657485,36.50126672,3174.603669
5878,Total Europe,1994,T-EUR,0.0346575,2.988035703,557.2037305,952.2626842,24.06196971,295.1177927,1090.62825,232.1540552,37.96330589,3192.414482
5879,Total Europe,1995,T-EUR,0.044909,3.873229201,564.8976387,977.0751053,26.54250446,319.0869285,1093.770026,248.4254641,45.15886615,3278.874672
5880,Total Europe,1996,T-EUR,0.047833411,4.839585245,548.1240749,1031.995368,26.72528184,365.9820523,1093.686439,238.9290316,44.02173496,3354.351402
5881,Total Europe,1997,T-EUR,0.056997244,7.305892956,568.0073316,1042.287632,31.68775539,415.7005998,1051.356609,226.696152,46.34645565,3389.445425
5882,Total Europe,1998,T-EUR,0.0671515,11.18447914,594.0287031,1033.668566,35.58261484,447.4100822,1058.312893,231.6819984,54.6920188,3466.628507
5883,Total Europe,1999,T-EUR,0.080289056,14.25504577,598.2876186,1040.206209,37.45768017,523.7009707,1022.458692,214.8479565,58.95343202,3510.247894
5884,Total Europe,2000,T-EUR,0.07451525,22.4439152,617.7578821,1048.589079,41.10196098,556.7665035,1077.005853,193.004372,62.56950254,3619.313584
5885,Total Europe,2001,T-EUR,0.1942865,26.92392866,612.0551656,1081.774762,45.02171317,577.1868587,1092.014279,188.5822814,61.40445567,3685.157731
5886,Total Europe,2002,T-EUR,0.314793006,36.47704631,564.0262894,1095.22933,51.07582413,612.4345152,1094.44696,203.9416192,61.30204072,3719.248418
5887,Total Europe,2003,T-EUR,0.468815744,44.90445629,530.3997949,1104.561944,58.1778488,669.9060483,1155.69371,182.64534,64.05228273,3810.810241
5888,Total Europe,2004,T-EUR,0.750985873,59.79907686,570.9648588,1122.41395,69.16894814,717.9660104,1127.449461,162.2252935,64.86177154,3895.600355
5889,Total Europe,2005,T-EUR,1.512529246,71.62515437,571.7734405,1109.932486,79.14417766,776.6682151,1119.051397,155.9416772,72.77681645,3958.425894
5890,Total Europe,2006,T-EUR,2.569653814,83.78267188,562.0933096,1107.815284,89.59323224,789.8191365,1162.177817,143.7734104,73.1022394,4014.726756
5891,Total Europe,2007,T-EUR,3.878135819,106.5088058,563.5833204,1055.550426,99.77500585,858.3257793,1178.052202,124.4983182,73.64522905,4063.817223
5892,Total Europe,2008,T-EUR,7.589351132,122.1693935,593.3041231,1054.844754,110.1499891,910.392301,1100.573007,119.0855773,69.25949695,4087.367993
5893,Total Europe,2009,T-EUR,14.3239165,136.1608636,589.7758495,1004.428258,120.7359142,846.337174,1007.576102,108.3388147,66.65801629,3894.334909
5894,Total Europe,2010,T-EUR,23.49694855,153.4280789,650.7881516,1031.806929,137.0792229,884.693784,1019.821501,92.51889409,70.97278252,4064.606293
5895,Total Europe,2011,T-EUR,47.16982985,186.9516182,569.7013377,1023.915392,146.2767659,830.9565666,1066.207032,77.76299069,71.55594272,4020.497476
5896,Total Europe,2012,T-EUR,72.20992016,215.0394001,625.6244084,998.1298569,162.6075007,709.4386594,1115.72924,79.66569614,74.08934578,4052.53403
5897,Total Europe,2013,T-EUR,86.53929384,248.1177118,661.698951,986.2235621,172.7963054,634.2485786,1087.796871,67.50345422,76.57477585,4021.499503
5898,Total Europe,2014,T-EUR,98.23745087,264.8143135,643.9927045,992.4439293,184.4521037,596.8035477,1017.225136,63.15085253,76.43981496,3937.559853
5899,Total Europe,2015,T-EUR,109.1288913,318.9625435,637.3572184,968.0158344,197.5169531,612.3780378,992.6539943,67.37594217,78.05459968,3981.444015
5900,Total Europe,2016,T-EUR,113.3367581,322.8174874,653.5469156,941.9211994,202.526601,716.0649303,923.8551818,66.08030691,81.82100591,4021.970386
5901,Total Europe,2017,T-EUR,123.6098623,384.1743281,586.695464,935.8934542,209.5988208,787.5997773,889.5002356,62.58609048,82.29743148,4061.955464
5902,Total Europe,2018,T-EUR,137.0702808,403.2616571,646.4963881,935.8184112,217.323868,732.7148418,854.4123992,56.65990226,82.36123831,4066.118988
5903,Total Europe,2019,T-EUR,151.1585622,459.4418882,628.3201801,929.7326592,226.3531449,779.0930059,689.7169925,54.33775799,77.04795784,3995.202149
5904,Total Europe,2020,T-EUR,176.520509,513.0420249,660.9567506,832.9835788,232.9482103,765.011126,571.4741115,49.35914315,78.32383722,3880.61929
5905,Total Europe,2021,T-EUR,198.7293214,500.4329795,654.5112614,882.3399285,243.6968009,799.9441749,631.4967351,52.65616055,79.80489272,4043.612255
5906,Total Europe,2022,T-EUR,246.4353877,554.5210663,566.8889662,741.4806187,239.1652453,767.953134,649.9718635,52.5743507,81.86515123,3900.855783
5990,Total Middle East,1990,T-ME,0.0,0.001,15.273264,0.0,0.0,119.4501651,10.5326,112.9089464,0.0022582,258.1682337
5991,Total Middle East,1991,T-ME,0.0,0.001,11.009184,0.0,0.0,119.6971925,11.439,106.162531,0.0062582,248.3151657
5992,Total Middle East,1992,T-ME,0.0,0.001,17.827066,0.0,0.0,134.292549,14.115,119.7287401,-0.0017418,285.9626133
5993,Total Middle East,1993,T-ME,0.0,0.001,20.046732,0.0,0.0,153.8063682,16.085,129.9056204,9.7e-05,319.8448176
5994,Total Middle East,1994,T-ME,0.0,0.001,16.549761,0.0,0.0,167.2694418,17.059,138.8204789,-0.0007418,339.6989399
5995,Total Middle East,1995,T-ME,0.0,0.001,18.652707,0.0,0.0,169.028263,18.801,147.8908864,0.004097,354.3779534
5996,Total Middle East,1996,T-ME,0.0,0.001,18.698375,0.0,0.0,178.365988,22.465,152.4904002,9.7e-05,372.0208603
5997,Total Middle East,1997,T-ME,0.0,0.003,15.927055,0.0,0.0,194.7034459,24.879,161.6266548,-0.0037418,397.1354139
5998,Total Middle East,1998,T-ME,0.0,0.003,17.21056,0.0,0.0,212.9399531,26.543,170.8188684,0.0402582,427.5556397
5999,Total Middle East,1999,T-ME,0.0,0.038,11.80105,0.0,0.0,223.3213745,26.62,185.9200714,0.1122582,447.8127541
6000,Total Middle East,2000,T-ME,0.0,0.0395,10.722177,0.0,0.003,242.6219938,29.669,195.0928178,0.1157746,478.2642632
6001,Total Middle East,2001,T-ME,0.0,0.0467,11.617796,0.0,0.005,269.5203032,33.37,194.4327335,0.063194,509.0557267
6002,Total Middle East,2002,T-ME,0.0,0.0443,16.823881,0.0,0.005,292.1918735,35.59,201.735478,0.0770328,546.4675653
6003,Total Middle East,2003,T-ME,0.0,0.0426,18.484583,0.0,0.006,313.6227396,36.527,205.408483,0.0677746,574.1591802
6004,Total Middle East,2004,T-ME,0.0,0.0614,23.082362,0.0,0.006,338.2117319,37.372,209.2721789,0.1020328,608.1077056
6005,Total Middle East,2005,T-ME,0.0,0.086,23.918103,0.0,0.005,383.2823038,36.701,214.3702759,0.1124522,658.4751349
6006,Total Middle East,2006,T-ME,0.0001,0.1394,28.254223,0.0,0.006,400.1048401,36.301,233.0575908,0.0,697.8631539
6007,Total Middle East,2007,T-ME,0.0001,0.155,26.705812,0.0,0.01,435.9453023,37.824,247.6902424,0.0,748.3304567
6008,Total Middle East,2008,T-ME,0.003509,0.2101,13.690433,0.0,0.016,449.7835966,35.74,274.2231574,0.0,773.666796
6009,Total Middle East,2009,T-ME,0.034263,0.2405,12.116322,0.0,0.0507,480.0223214,34.729,291.2082456,0.0,818.401352
6010,Total Middle East,2010,T-ME,0.0977515,0.1823,17.390324,0.0,0.0802,548.5922825,34.642,291.6134175,0.000957,892.5992325
6011,Total Middle East,2011,T-ME,0.226665,0.2243,18.255754,0.107081967,0.112541,521.7122777,35.616,333.2045373,-4.2e-05,909.459115
6012,Total Middle East,2012,T-ME,0.430906603,0.2953,21.407371,1.451704918,0.114141,563.2682598,39.16,347.6477207,-2.1e-05,973.775383
6013,Total Middle East,2013,T-ME,0.682171,0.235789,23.509758,4.255377049,0.14478,566.5905019,32.6147,380.1515621,0.22791,1008.412549
6014,Total Middle East,2014,T-ME,1.3069485,0.255078,19.94348,4.069508197,0.214014,656.8908796,30.6854,369.4080142,0.211733,1082.985056
6015,Total Middle East,2015,T-ME,1.828732,0.280489,16.767386,3.495344262,0.210035,715.8474415,29.678,366.0698001,0.22804,1134.405268
6016,Total Middle East,2016,T-ME,2.84586,0.58722,20.170759,6.474284153,0.268676,783.6301472,24.6932,327.8720028,0.234862,1166.777011
6017,Total Middle East,2017,T-ME,3.854348,0.817473,20.639413,6.957606557,0.277385,860.9843392,22.764408,329.7047938,0.242,1246.241767
6018,Total Middle East,2018,T-ME,5.904988158,1.5113418,12.8030382,6.885377049,0.290665,902.0802891,21.337068,304.2080089,0.264,1255.284776
6019,Total Middle East,2019,T-ME,10.02827863,1.66544236,40.58772464,6.41063388,0.288661,897.5821033,22.671815,305.4163837,0.2498,1284.900842
6020,Total Middle East,2020,T-ME,14.59241097,2.681075832,29.20238232,7.957180499,0.302257767,924.5630208,19.762532,298.6124162,0.2163,1297.889576
6021,Total Middle East,2021,T-ME,19.22978052,2.89228284,19.86458622,14.08478757,0.300240802,940.8721394,17.92607208,327.0524958,0.2137,1342.436085
6022,Total Middle East,2022,T-ME,23.69023578,2.98904331,12.3871963,26.67077749,0.307155562,983.0198654,18.52647519,297.3087894,0.214016744,1365.113555
6048,Total Non-OECD,1990,T-NOECD,0.0021,0.034333333,925.9914661,266.8166834,15.43866548,983.599017,1328.00594,622.1219471,3.557782751,4145.567935
6049,Total Non-OECD,1991,T-NOECD,0.0021,0.123000909,961.3843014,268.3036568,15.49231579,975.2335182,1400.448314,606.2070207,4.61081144,4231.805039
6050,Total Non-OECD,1992,T-NOECD,0.0031,0.220783131,974.1230844,264.3206779,16.64094095,957.8263104,1482.57421,581.4555216,6.258860564,4283.423488
6051,Total Non-OECD,1993,T-NOECD,0.004008,0.312035657,1030.586506,266.8870339,16.33181876,953.573109,1511.729413,578.1688356,7.634635494,4365.227395
6052,Total Non-OECD,1994,T-NOECD,0.005018,0.589907273,1087.976607,255.5297021,18.34847807,914.3547039,1627.071331,554.2121584,9.064888651,4467.152794
6053,Total Non-OECD,1995,T-NOECD,0.008042101,1.128285152,1128.255591,264.870304,22.04513153,937.7562923,1711.149467,585.8655055,9.267447566,4660.346065
6054,Total Non-OECD,1996,T-NOECD,0.015100606,1.002029093,1125.502227,292.998394,23.14914914,986.4899978,1813.362987,577.2843941,11.07796502,4830.882244
6055,Total Non-OECD,1997,T-NOECD,0.017125606,1.228865974,1144.464621,297.9765811,26.52608746,1041.196951,1880.06945,590.7899171,11.82084515,4994.090445
6056,Total Non-OECD,1998,T-NOECD,0.020160606,1.501725227,1197.676623,289.8907744,29.00801266,1076.976188,1917.141595,613.4626973,11.36081316,5137.038589
6057,Total Non-OECD,1999,T-NOECD,0.023270616,2.039236952,1203.940491,306.7124439,33.74124236,1143.145054,2025.08568,613.5119381,11.87192054,5340.071277
6058,Total Non-OECD,2000,T-NOECD,0.045117446,2.484618395,1245.785635,330.8819614,38.27745149,1206.284067,2205.528151,606.7137192,13.77651146,5649.777232
6059,Total Non-OECD,2001,T-NOECD,0.065034946,3.433287952,1279.559399,346.0798944,40.67429534,1290.409197,2320.275646,593.8858646,14.36642219,5888.749041
6060,Total Non-OECD,2002,T-NOECD,0.088078877,3.653294528,1303.697511,365.2123951,42.54817112,1375.983606,2517.739962,595.4323716,15.18458117,6219.539972
6061,Total Non-OECD,2003,T-NOECD,0.114562366,4.448116234,1324.074303,391.7989722,46.11394598,1482.23847,2824.262998,590.7619745,14.74944098,6678.562783
6062,Total Non-OECD,2004,T-NOECD,0.138081231,7.644336154,1486.640291,402.7681877,49.62889512,1606.157317,3057.727009,604.3977889,14.97358372,7230.075489
6063,Total Non-OECD,2005,T-NOECD,0.163210659,9.267361798,1569.512501,406.4715425,53.30904385,1692.520344,3362.203988,611.1574076,15.64130865,7720.246706
6064,Total Non-OECD,2006,T-NOECD,0.215084378,14.92548502,1656.763343,420.8056533,59.94133074,1758.167499,3771.003923,636.2704768,16.61738408,8334.710181
6065,Total Non-OECD,2007,T-NOECD,0.311741194,19.88439101,1742.391089,431.2445305,69.098624,1883.060408,4193.774275,630.2640156,16.86053449,8986.889608
6066,Total Non-OECD,2008,T-NOECD,0.404732952,31.30961242,1866.081557,442.9425573,80.82408699,1955.962242,4308.931077,654.7530527,15.30187501,9356.510791
6067,Total Non-OECD,2009,T-NOECD,0.618022906,48.64458494,1877.867912,440.9357415,94.16019556,1985.040422,4497.982219,667.3775904,16.47789507,9629.104583
6068,Total Non-OECD,2010,T-NOECD,1.33893401,76.53707278,2023.459995,466.1837294,112.1914753,2238.889685,4900.9253,662.0618452,36.67045092,10518.25849
6069,Total Non-OECD,2011,T-NOECD,4.684597826,108.65574,2048.98198,494.3480635,120.0721831,2246.085717,5473.249742,718.4793069,37.91987092,11252.4772
6070,Total Non-OECD,2012,T-NOECD,9.253100287,146.4530191,2193.246624,508.688061,130.7825924,2393.859579,5641.722198,738.271415,37.30799479,11799.58459
6071,Total Non-OECD,2013,T-NOECD,17.98698409,191.1736803,2322.041613,514.5954085,147.2002959,2423.022922,6041.482737,744.8896563,40.4646128,12442.85791
6072,Total Non-OECD,2014,T-NOECD,38.17032505,226.1097178,2444.492,552.8721215,169.638358,2584.471664,6285.828387,756.9435286,44.84880202,13103.37491
6073,Total Non-OECD,2015,T-NOECD,60.93534939,270.8218328,2447.882306,600.8757163,190.5070577,2709.817576,6198.06218,766.308502,45.3916727,13290.60219
6074,Total Non-OECD,2016,T-NOECD,98.97011101,353.0425904,2554.622616,640.6840938,197.3280335,2808.15512,6435.388532,701.8845339,61.43220971,13851.50784
6075,Total Non-OECD,2017,T-NOECD,167.0083749,441.8085427,2614.606017,677.4460523,220.5618433,2924.149278,6775.855741,661.4377644,68.87230057,14551.74592
6076,Total Non-OECD,2018,T-NOECD,250.4113291,523.2782826,2700.498891,730.5462479,257.6338828,3015.628266,7267.23313,584.9106385,67.6539317,15397.7946
6077,Total Non-OECD,2019,T-NOECD,328.8328314,588.3415004,2788.664819,801.6239025,283.5932228,3067.933197,7415.561909,548.0082118,64.84170286,15887.4013
6078,Total Non-OECD,2020,T-NOECD,404.5343623,656.6299682,2864.50002,817.0299613,314.455957,3022.647398,7405.803039,512.8996558,64.07711149,16062.57747
6079,Total Non-OECD,2021,T-NOECD,514.6808062,882.0427473,2838.548191,890.3615949,351.73218,3194.644891,7963.30969,580.0250625,72.87328395,17288.21845
6080,Total Non-OECD,2022,T-NOECD,664.318911,1011.160907,2925.996354,889.67269,371.0744589,3177.304209,8119.81307,565.5709491,82.95871322,17807.87026
6164,Total North America,1990,T-NAM,0.371794949,2.819686869,612.4451818,682.6198189,66.53731526,423.6852174,1815.174077,216.4850324,10.82630975,3830.964434
6165,Total North America,1991,T-NAM,0.480252873,2.983677778,617.2272699,733.3863021,70.36827563,437.8262033,1820.263367,210.5932453,13.16183853,3906.290432
6166,Total North America,1992,T-NAM,0.413897109,2.976689899,593.4140268,735.28454,75.64593509,466.3865142,1857.080868,190.1336491,13.95629094,3935.292412
